"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0500000US30111","Yellowstone County, Montana","65019","1450","57945","3577","93.9","1.5","58496","4117","N","N","25665","24747","N","N","59447","22909","N","N","-","**","N","N","-","**","N","N","28875","26506","N","N","48813","30021","N","N","40333","23137","91.5","1.6","59023","4120","4.3","1.3","40606","11877","31.9","1.8","69784","7401","38.7","1.7","67584","6287","25.1","1.4","39162","5586","41427","2099","74618","3649","42.6","3.4","77329","14057","57.4","3.4","73852","4150","81.0","3.1","82932","3706","11.3","2.3","45461","11404","7.7","2.6","52843","13641","23592","2294","34206","4377","50.2","4.9","27617","3595","44.2","5.1","26591","2019","5.9","2.5","51188","8730","49.8","4.9","39917","5609","35.8","4.8","31860","6521","14.0","5.2","70517","15184","35.9","(X)","(X)","(X)","32.4","(X)","(X)","(X)","41.4","(X)","(X)","(X)",
"0500000US31055","Douglas County, Nebraska","214073","2230","58990","2319","82.8","0.8","64552","2796","11.2","0.6","31421","4021","N","N","61938","23449","2.5","0.3","58786","5624","N","N","-","**","N","N","56851","11393","N","N","53422","22917","7.7","0.5","45193","8914","76.8","0.8","67370","2516","4.8","0.5","30243","3857","38.9","0.8","62778","3926","36.5","0.8","74692","4538","19.8","0.5","43012","2354","131728","3054","81371","2234","47.9","1.3","78413","5091","52.1","1.3","82800","2783","73.3","1.8","96017","2497","19.6","1.5","41313","3093","7.1","1.0","53682","8968","82345","3308","35563","1653","51.7","2.0","32728","2803","43.4","2.3","30940","1689","8.3","1.7","56010","6389","48.3","2.0","37461","3000","40.0","2.1","34247","3509","8.3","1.4","63923","6113","31.7","(X)","(X)","(X)","31.6","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"0500000US31109","Lancaster County, Nebraska","122027","2130","58845","2631","90.3","1.0","61599","2298","N","N","27195","8678","N","N","51343","35099","N","N","29424","19286","N","N","-","**","N","N","N","N","N","N","34952","14004","5.6","0.6","45192","13218","86.1","1.0","61895","2419","11.2","1.3","26314","1816","35.0","1.2","63093","3879","33.0","1.1","75645","5003","20.8","0.9","47112","4571","75110","2379","75657","3050","44.4","2.6","70635","4092","55.6","2.6","80001","4210","77.7","2.5","88275","4043","16.1","2.5","29767","3819","6.2","1.2","45970","11150","46917","2866","31421","1989","55.3","2.6","27802","2455","42.8","2.9","25532","1656","12.5","2.3","46214","9364","44.7","2.6","38172","4155","32.2","2.4","30854","5429","12.5","2.2","61076","14765","27.7","(X)","(X)","(X)","27.6","(X)","(X)","(X)","26.7","(X)","(X)","(X)",
"0500000US31153","Sarpy County, Nebraska","64863","949","73569","3615","91.8","1.0","73864","3692","N","N","68470","9381","N","N","N","N","N","N","85965","41139","N","N","-","**","N","N","N","N","N","N","73702","50964","N","N","63908","19440","86.3","1.1","74349","3632","4.5","1.1","32369","6752","38.0","1.4","75193","5092","38.3","1.7","89445","10057","19.2","1.0","46474","6809","46388","1390","85888","2821","50.3","2.5","86694","5270","49.7","2.5","84892","5257","76.7","3.2","101589","3261","16.4","2.6","57366","8594","6.9","1.9","51915","2440","18475","1413","41045","1926","51.4","5.6","29960","3519","41.0","4.8","26221","3919","10.3","3.8","61404","5785","48.6","5.6","45901","2734","35.2","4.8","42169","4668","13.4","4.2","51087","13775","26.1","(X)","(X)","(X)","25.9","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US32003","Clark County, Nevada","755258","5554","54384","1187","66.7","0.7","58893","1491","11.6","0.5","37410","2569","0.6","0.1","32293","7530","9.0","0.4","65423","3063","0.7","0.1","49237","9034","8.0","0.5","40522","2731","3.4","0.3","53210","5468","23.2","0.5","45831","1537","52.8","0.6","61833","1522","3.3","0.3","34116","2736","36.4","0.6","55471","1828","37.5","0.7","62815","2103","22.8","0.4","44024","1519","481207","6429","63789","1431","43.4","1.0","56068","2540","56.6","1.0","68349","1952","67.5","1.0","76024","1350","22.1","0.9","36643","1621","10.4","0.7","51056","3055","274051","5578","36144","915","47.5","1.2","31312","1128","38.4","1.1","27150","1246","9.1","0.8","61279","6689","52.5","1.2","41379","1386","39.9","1.3","34292","2717","12.7","1.1","65850","5719","37.5","(X)","(X)","(X)","39.0","(X)","(X)","(X)","32.9","(X)","(X)","(X)",
"0500000US32031","Washoe County, Nevada","174726","1883","58175","2306","83.7","1.2","60284","2224","N","N","35726","18184","N","N","40202","12302","5.0","0.7","66329","11252","N","N","34273","13524","5.0","0.8","40036","4785","N","N","68804","16962","17.0","0.9","41774","3878","73.0","1.0","63060","3928","4.2","0.6","28704","5197","30.7","1.1","61477","2991","39.4","1.1","69640","2589","25.7","0.8","45937","2153","109592","3132","73715","3033","40.9","2.3","63411","4520","59.1","2.3","78308","3983","75.8","2.1","85481","3029","16.4","1.6","36568","6184","7.8","1.4","53797","12879","65134","3202","34483","3185","48.2","2.8","31521","2571","38.5","2.9","28540","2106","9.7","1.6","53364","13404","51.8","2.8","36989","3771","38.2","3.1","29472","4231","13.6","2.2","68882","14765","32.2","(X)","(X)","(X)","33.0","(X)","(X)","(X)","29.1","(X)","(X)","(X)",
"0500000US33005","Cheshire County, New Hampshire","29428","1274","56364","6952","98.3","1.0","57368","6682","N","N","34245","13398","N","N","-","**","N","N","N","N","N","N","-","**","N","N","-","**","N","N","N","N","N","N","N","N","97.1","1.3","57513","6449","3.2","1.6","22552","27110","26.4","2.0","59808","7901","40.8","2.2","71975","6860","29.6","1.9","39494","6613","18085","1324","72706","6016","N","N","68793","5842","N","N","75650","5294","N","N","80773","6797","N","N","52230","20942","N","N","24628","5131","11343","1269","31162","2473","54.8","5.9","26832","5020","47.3","6.2","23174","6074","7.4","2.9","58390","13549","45.2","5.9","34722","6948","33.5","5.8","30917","3301","11.8","4.3","67925","18586","28.1","(X)","(X)","(X)","26.3","(X)","(X)","(X)","29.2","(X)","(X)","(X)",
"0500000US33009","Grafton County, New Hampshire","33546","1576","61520","6883","92.3","2.0","61715","6643","N","N","96665","913","N","N","59091","1859","N","N","N","N","N","N","-","**","N","N","18671","1242","N","N","2,500-","***","N","N","N","N","91.5","2.0","61532","6488","2.5","1.6","26603","4060","26.5","3.1","64167","14184","42.0","3.7","73983","15129","29.0","2.6","52043","7659","20773","1492","84564","5425","N","N","96431","27091","N","N","83726","7947","N","N","95417","5364","N","N","32068","22932","N","N","37588","37782","12773","1291","35200","4339","50.6","5.6","32023","7932","41.6","6.4","30936","5653","9.1","4.1","58095","39329","49.4","5.6","36031","6086","40.4","5.8","32056","4388","9.0","4.0","69271","44016","30.7","(X)","(X)","(X)","31.2","(X)","(X)","(X)","28.2","(X)","(X)","(X)",
"0500000US33011","Hillsborough County, New Hampshire","158777","1766","76254","2139","92.1","0.8","76785","2558","N","N","55439","7422","N","N","N","N","2.9","0.4","66720","32185","N","N","-","**","N","N","84017","14929","N","N","58036","28089","4.6","0.6","46248","8865","88.8","1.0","78391","3925","3.0","0.6","46849","16834","31.2","1.0","83579","5906","42.6","1.2","93025","6171","23.2","0.9","45166","4793","106399","2952","92333","3947","41.8","1.9","91103","7342","58.2","1.9","93399","4823","77.9","1.9","104471","2717","15.7","1.7","47978","8159","6.5","1.1","52288","15344","52378","2916","41414","3545","49.7","3.4","32535","4248","40.2","3.5","28455","2406","9.5","1.9","76983","7499","50.3","3.4","53082","4753","35.6","3.3","40851","4511","14.7","2.3","83095","10998","29.4","(X)","(X)","(X)","30.1","(X)","(X)","(X)","26.3","(X)","(X)","(X)",
"0500000US33013","Merrimack County, New Hampshire","57531","1332","69505","2107","97.3","0.8","69836","2867","N","N","-","**","N","N","-","**","N","N","48602","39056","N","N","-","**","N","N","-","**","N","N","44566","19835","N","N","83209","45805","96.3","1.0","69859","2898","3.5","1.0","36497","6873","26.6","1.6","79878","11189","43.1","1.9","86841","10765","26.8","1.6","52551","8094","37997","1633","87188","6115","38.2","2.7","90609","8603","61.8","2.7","86235","5590","78.1","3.1","96855","4000","14.3","2.6","54183","7734","7.5","2.2","66464","8551","19534","1534","39350","4831","52.2","4.4","33478","3851","38.3","4.7","28165","3834","13.8","3.1","58945","13164","47.8","4.4","47026","6474","35.6","4.2","42872","7195","12.2","3.4","70405","12804","33.5","(X)","(X)","(X)","32.3","(X)","(X)","(X)","34.0","(X)","(X)","(X)",
"0500000US33015","Rockingham County, New Hampshire","119688","1929","81726","4349","95.7","0.7","82061","4543","N","N","107530","72166","N","N","-","**","N","N","64452","52891","N","N","-","**","N","N","179306","172668","N","N","48495","40321","N","N","102232","76786","94.1","0.8","81892","4307","1.4","0.5","47667","22798","25.4","1.2","93722","10047","47.6","1.1","100928","3949","25.5","1.0","52974","3042","80599","2605","102316","3680","39.1","2.1","107465","8776","60.9","2.1","99412","3973","80.6","2.3","110977","5193","12.9","2.0","55953","10417","6.6","1.1","88580","15793","39089","2568","48594","3014","51.8","3.7","44114","5742","42.2","3.9","36012","5735","9.6","2.5","69250","16716","48.2","3.7","51650","4364","35.9","3.9","43304","7155","12.2","2.3","80830","11300","31.8","(X)","(X)","(X)","32.1","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0500000US33017","Strafford County, New Hampshire","48351","1519","71295","3872","94.8","1.1","71943","4248","N","N","-","**","N","N","-","**","N","N","81060","19478","N","N","-","**","N","N","-","**","N","N","34255","12048","N","N","51824","50242","92.9","1.4","72029","4206","6.8","1.7","31932","13767","28.4","2.6","80198","6103","41.7","2.4","82568","5160","23.1","1.5","51479","7744","31765","1782","83551","3393","N","N","83331","6061","N","N","83707","3859","N","N","89004","7077","N","N","53730","18069","N","N","59178","17947","16586","1964","37339","5946","57.3","5.7","30845","6163","43.2","6.5","27071","4825","14.1","4.7","53619","9203","42.7","5.7","46210","8693","28.0","5.5","45174","7499","14.7","4.8","58518","39269","29.9","(X)","(X)","(X)","28.4","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"0500000US34001","Atlantic County, New Jersey","96777","2551","56778","4087","70.3","1.6","68804","2855","16.4","1.5","31634","5151","N","N","36179","23263","6.4","0.6","56153","15352","N","N","-","**","N","N","43487","9057","N","N","N","N","12.3","1.2","50573","5162","64.2","1.6","69194","3312","2.2","1.0","21307","28395","26.0","1.7","56332","11088","42.8","1.5","72553","4962","28.9","1.4","40581","4406","64206","2769","72327","5992","39.6","3.1","61277","11522","60.4","3.1","77018","5282","70.0","2.8","91637","7180","22.4","2.5","38343","11519","7.6","1.8","51229","11979","32571","2302","32858","3244","53.7","3.5","29208","4307","46.7","3.7","26180","3472","7.0","2.0","41735","38026","46.3","3.5","35776","2041","37.1","3.9","31525","7433","9.2","2.2","52139","27316","39.0","(X)","(X)","(X)","39.9","(X)","(X)","(X)","35.6","(X)","(X)","(X)",
"0500000US34003","Bergen County, New Jersey","337227","2888","93683","2945","75.2","0.7","94156","3076","5.7","0.6","71315","12286","N","N","69247","32975","15.3","0.5","105495","7543","N","N","148549","25889","1.7","0.3","51700","10330","1.9","0.4","81564","14844","15.8","0.6","73946","4677","62.6","0.7","99748","3986","1.9","0.4","47468","10557","28.5","0.8","101172","2401","42.8","0.8","115219","6320","26.8","0.7","58324","3614","245020","5112","112497","3254","43.9","1.3","121142","5668","56.1","1.3","107818","4629","79.9","1.4","128351","3853","14.6","1.1","57535","5193","5.4","0.8","77757","9296","92207","4231","46789","2823","57.4","2.1","37759","4194","50.5","2.3","32954","3485","7.0","1.3","88742","17365","42.6","2.1","60695","4057","34.2","2.2","51852","4636","8.3","1.7","107618","21923","39.5","(X)","(X)","(X)","41.2","(X)","(X)","(X)","33.1","(X)","(X)","(X)",
"0500000US34005","Burlington County, New Jersey","165862","1895","80254","2473","76.0","1.0","82665","3561","15.4","0.9","68006","6499","N","N","53438","44483","4.4","0.4","104694","18217","N","N","-","**","N","N","62692","44623","N","N","54763","8659","6.5","0.7","64033","17930","72.2","1.0","82806","3632","2.3","0.6","41023","18503","28.5","1.0","86881","5463","43.2","1.0","101436","3724","26.1","0.7","54903","2761","115474","2797","97505","4597","39.1","1.9","96529","5929","60.9","1.9","98947","6104","76.3","1.8","115067","4252","17.7","1.5","55948","6098","6.0","1.0","67691","15628","50388","2678","47141","3103","57.2","2.5","42027","3324","50.2","2.5","36880","3923","7.0","1.3","83271","13263","42.8","2.5","54503","4475","33.6","2.8","45829","4892","9.2","1.9","81279","12686","32.0","(X)","(X)","(X)","33.0","(X)","(X)","(X)","28.6","(X)","(X)","(X)",
"0500000US34007","Camden County, New Jersey","185512","2503","66362","2427","66.9","1.1","77548","2797","19.2","1.1","43945","5485","N","N","29524","4896","4.9","0.4","73829","9759","N","N","-","**","7.0","0.7","34726","6805","N","N","53812","11651","13.0","1.0","40525","9978","62.0","1.0","78588","2532","2.6","0.6","35098","12556","30.8","0.9","73531","7223","41.1","1.0","81259","5607","25.5","0.9","46787","3693","127941","2830","81763","4338","42.9","1.7","79788","4570","57.1","1.7","84317","5626","66.4","2.2","101766","3663","25.7","2.0","41778","6172","7.9","1.4","55371","9593","57571","2915","36609","2618","54.0","2.8","31438","2824","47.2","2.8","27430","2699","6.8","1.9","74272","14045","46.0","2.8","42100","4420","38.8","2.7","38622","4333","7.2","1.6","71270","18818","36.6","(X)","(X)","(X)","39.0","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0500000US34009","Cape May County, New Jersey","38895","2016","62548","5723","94.3","1.2","65560","4559","N","N","30684","15029","N","N","-","**","N","N","25951","15962","N","N","-","**","N","N","55651","42299","N","N","25681","16793","N","N","40525","15283","89.2","1.6","66847","3576","1.4","1.0","26229","2407","19.9","2.4","70428","12097","41.4","2.0","77982","9887","37.3","2.2","41671","3715","25231","1862","78626","7593","N","N","76783","13207","N","N","79729","10663","N","N","92760","8779","N","N","36981","11241","N","N","52702","28681","13664","1543","37943","3938","54.6","5.9","30347","7934","47.5","5.5","24628","6667","7.1","2.9","69167","38477","45.4","5.9","41266","3518","36.6","5.2","37747","3636","8.8","5.0","54425","44601","36.9","(X)","(X)","(X)","37.8","(X)","(X)","(X)","32.7","(X)","(X)","(X)",
"0500000US34011","Cumberland County, New Jersey","50787","1533","49110","6123","75.7","2.5","54074","7448","16.4","2.2","30861","7224","N","N","52295","48682","N","N","N","N","N","N","-","**","N","N","52628","30491","N","N","N","N","24.7","2.0","35205","12229","56.7","2.0","59920","6756","2.7","1.7","13796","11935","30.0","2.6","46427","16648","40.2","2.7","61288","7506","27.2","1.8","38223","6112","33452","2224","60724","7562","45.2","3.9","42282","12543","54.8","3.9","67542","4368","57.9","4.8","79146","5944","31.0","4.5","27944","3357","11.1","3.1","40502","5900","17335","1958","22400","4609","57.3","6.0","16843","4543","53.2","6.3","15659","3422","4.1","2.1","67750","44103","42.7","6.0","31272","20204","33.9","5.8","23739","13366","8.8","3.7","58319","31435","33.4","(X)","(X)","(X)","32.1","(X)","(X)","(X)","27.6","(X)","(X)","(X)",
"0500000US34013","Essex County, New Jersey","280734","2584","54277","3129","46.1","1.1","82903","3774","40.2","0.9","36957","2013","N","N","N","N","4.7","0.4","102610","3840","N","N","-","**","6.9","0.7","31785","4983","N","N","41922","13666","19.2","0.7","40963","3084","35.0","0.7","100105","4531","1.9","0.4","24688","9216","34.2","1.0","51910","2845","42.1","1.0","66553","6094","21.8","0.7","42870","4816","175085","4298","75212","3335","47.6","1.5","66840","6598","52.4","1.5","82795","4414","61.2","1.7","107079","5765","30.0","1.6","35901","3091","8.8","1.1","49550","12735","105649","4214","29387","2025","54.0","2.2","26738","2434","48.2","2.1","24636","2206","5.8","1.2","56860","23265","46.0","2.2","32202","5396","39.8","2.4","29722","3376","6.2","1.1","71699","22355","40.5","(X)","(X)","(X)","41.7","(X)","(X)","(X)","36.7","(X)","(X)","(X)",
"0500000US34015","Gloucester County, New Jersey","105436","1724","79879","3469","84.7","1.0","82222","2798","9.7","1.0","58194","10312","N","N","-","**","N","N","90981","23807","N","N","-","**","N","N","67083","40713","N","N","N","N","N","N","83081","22664","83.3","1.0","82010","2817","1.5","0.6","38600","6526","27.4","1.3","93758","6736","45.0","1.4","92630","6188","26.0","1.1","47507","4845","72358","2592","100513","4051","42.5","2.3","106644","7803","57.5","2.3","94112","6868","74.9","2.4","111302","2971","17.3","2.0","56237","11840","7.8","1.7","75437","20202","33078","2442","40395","5068","59.4","3.9","36259","2632","52.2","3.8","33638","6332","7.2","2.1","63920","24120","40.6","3.9","53328","7373","34.0","3.9","49395","9802","6.5","1.9","92911","12095","34.8","(X)","(X)","(X)","36.7","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"0500000US34017","Hudson County, New Jersey","253321","2976","63808","2273","58.9","1.3","67223","3081","12.1","0.7","48382","5076","N","N","50018","13874","14.7","0.7","100412","6626","N","N","-","**","11.2","1.1","47386","4350","2.7","0.4","58725","16429","37.2","0.8","47321","2732","35.3","0.9","89073","5375","2.9","0.5","45670","8331","45.9","0.9","81195","2729","33.8","0.9","67244","4683","17.5","0.6","33229","3025","156964","4088","66447","4025","45.4","1.8","58674","4024","54.6","1.8","75247","6567","64.0","1.9","94453","6491","25.6","1.8","38607","3290","10.4","1.3","47801","4263","96357","4109","52788","3212","50.1","2.2","42181","4546","40.6","2.2","30630","5033","9.5","1.2","101626","13782","49.9","2.2","63434","7367","34.8","2.1","50509","7046","15.1","1.8","122719","17656","40.1","(X)","(X)","(X)","41.3","(X)","(X)","(X)","36.0","(X)","(X)","(X)",
"0500000US34019","Hunterdon County, New Jersey","47195","1182","113684","5897","94.2","1.2","114529","6081","N","N","94212","10888","N","N","-","**","N","N","145900","54454","N","N","-","**","N","N","-","**","N","N","N","N","N","N","59678","29107","89.7","1.2","116542","5497","1.3","1.0","58941","33579","22.2","1.7","117639","6900","50.2","1.8","142827","12960","26.4","1.5","64717","12230","35758","1547","138030","8222","N","N","152829","10360","N","N","124774","15252","N","N","151422","8045","N","N","60092","11308","N","N","66944","39114","11437","1230","59125","6305","59.5","6.3","52436","13704","50.3","6.5","45044","11640","9.2","3.4","97621","27353","40.5","6.3","62182","11147","34.8","6.2","58351","10555","5.7","3.4","91948","109069","28.2","(X)","(X)","(X)","28.6","(X)","(X)","(X)","25.3","(X)","(X)","(X)",
"0500000US34021","Mercer County, New Jersey","128332","2175","77650","3580","67.1","1.5","82182","3706","20.7","1.5","40425","10007","N","N","N","N","9.9","0.8","146491","30690","N","N","-","**","N","N","79475","15188","N","N","N","N","12.0","1.0","49752","11097","57.1","1.3","91392","5724","1.3","0.5","60816","22848","29.5","1.4","80432","10518","43.7","1.3","90986","9478","25.5","1.0","60492","3653","85853","2997","99567","6461","44.0","2.6","95870","7306","56.0","2.6","101913","7816","72.2","2.6","121862","3098","21.3","2.2","41570","8257","6.5","1.3","72526","22837","42479","2725","42923","4610","57.4","3.1","35633","5060","52.2","3.1","31545","5044","5.2","1.7","78356","13311","42.6","3.1","51605","7237","33.5","3.2","48016","4813","9.1","2.4","79265","28347","39.0","(X)","(X)","(X)","40.0","(X)","(X)","(X)","34.8","(X)","(X)","(X)",
"0500000US34023","Middlesex County, New Jersey","283661","3081","82375","2271","63.7","0.8","74958","3151","9.5","0.5","79036","7310","N","N","N","N","20.9","0.5","116245","5743","N","N","-","**","3.8","0.6","59873","6295","1.7","0.4","82929","7861","16.6","0.7","61756","5279","51.7","0.9","78066","4297","1.6","0.3","31760","4215","32.9","0.9","90660","5057","41.6","0.9","99695","4047","23.9","0.7","50825","2988","207714","4471","100327","2627","43.4","1.3","102575","5186","56.6","1.3","97036","3423","78.1","1.5","113907","4063","14.4","1.3","51527","6845","7.5","1.0","70734","10397","75947","3835","40895","2116","56.7","2.4","33211","2629","51.1","2.2","30797","1862","5.7","1.1","81572","18319","43.3","2.4","51881","6194","34.2","2.3","46102","6874","9.1","1.7","73387","9011","36.5","(X)","(X)","(X)","36.6","(X)","(X)","(X)","34.8","(X)","(X)","(X)",
"0500000US34025","Monmouth County, New Jersey","230769","3025","90226","3538","85.2","0.9","95053","3823","6.7","0.5","51285","7720","N","N","N","N","4.4","0.4","126067","23134","N","N","-","**","N","N","58144","18035","N","N","73781","30055","8.3","0.5","62633","9197","79.7","0.9","96293","3811","1.3","0.4","42358","22884","25.0","0.8","100397","7378","46.2","1.0","113784","4606","27.5","0.8","55055","3400","159719","4515","113109","2890","42.3","1.4","123850","6042","57.7","1.4","106293","6955","78.0","1.5","129859","4642","15.4","1.4","54864","3430","6.6","1.1","71526","17936","71050","4061","46937","5284","57.0","2.4","36606","4133","49.7","2.4","31535","2154","7.3","1.6","85475","24650","43.0","2.4","61653","7029","34.3","3.0","50280","10660","8.7","1.8","103103","21681","38.6","(X)","(X)","(X)","40.2","(X)","(X)","(X)","34.1","(X)","(X)","(X)",
"0500000US34027","Morris County, New Jersey","181059","1858","106985","3573","85.1","0.8","107238","4317","3.1","0.5","75701","18079","N","N","-","**","8.5","0.5","132283","8811","N","N","-","**","N","N","55511","11403","N","N","146201","14227","9.8","0.7","78306","9366","77.8","0.7","109131","4913","1.5","0.5","53994","13372","26.6","0.9","115425","9014","46.6","0.8","130346","4045","25.3","1.0","66458","6418","132482","3119","129153","5120","44.6","1.8","140067","6606","55.4","1.8","118712","5601","82.7","1.7","140798","3948","12.5","1.5","61102","8288","4.8","1.0","89056","25700","48577","2833","53896","5678","57.4","3.8","47988","6774","50.6","4.0","41489","3248","6.8","1.7","108826","14444","42.6","3.8","74346","15226","33.5","3.5","54330","13939","9.1","2.2","108316","24577","33.0","(X)","(X)","(X)","33.1","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0500000US34029","Ocean County, New Jersey","224308","3641","62222","1646","92.2","0.8","62472","1990","2.7","0.5","50471","15748","N","N","N","N","N","N","91064","11312","N","N","-","**","N","N","N","N","N","N","55377","26597","6.6","0.6","59265","13700","87.8","0.8","62482","1947","1.3","0.4","65161","22976","23.1","1.0","74712","4513","37.3","1.0","82274","3391","38.3","0.9","42409","1765","144116","3858","80492","2806","37.7","1.7","85206","8757","62.3","1.7","79109","3376","78.5","2.0","90628","3458","15.7","1.9","42819","5438","5.8","0.9","65728","2832","80192","3583","34066","2244","59.9","2.2","27493","2273","55.3","2.4","25832","2162","4.6","1.1","83904","23890","40.1","2.2","49788","5365","33.0","2.3","41290","5668","7.1","1.6","84042","8485","35.9","(X)","(X)","(X)","36.4","(X)","(X)","(X)","33.5","(X)","(X)","(X)",
"0500000US34031","Passaic County, New Jersey","163868","2066","62016","2533","69.0","1.3","71269","4553","11.5","0.8","34336","6670","N","N","20805","4165","4.7","0.4","101741","11216","N","N","-","**","12.8","1.1","40910","4285","N","N","40487","28269","33.8","1.0","42439","3358","49.3","1.0","88884","4838","2.1","0.6","40620","19936","32.8","1.4","62489","4199","40.5","1.3","80098","3202","24.6","0.9","41932","3230","119082","2997","73390","4810","43.5","2.0","62507","5620","56.5","2.0","79895","3870","66.4","2.0","98972","4753","25.4","1.8","35269","4466","8.2","1.3","54064","11025","44786","2754","35264","4818","55.1","3.5","28756","3574","46.9","3.3","23696","2674","8.2","2.2","72135","12845","44.9","3.5","41471","4638","35.7","3.5","37396","4849","9.2","2.2","85478","26822","44.8","(X)","(X)","(X)","45.5","(X)","(X)","(X)","38.9","(X)","(X)","(X)",
"0500000US34033","Salem County, New Jersey","24195","963","53662","4916","85.2","2.3","57124","4737","N","N","28229","9971","N","N","-","**","N","N","21076","15657","N","N","-","**","N","N","N","N","N","N","N","N","N","N","35430","35444","82.2","2.5","58141","4847","2.7","1.7","37589","54832","23.3","2.7","60640","15292","42.5","2.8","65105","8105","31.5","2.2","38115","6249","14197","1152","75103","13856","N","N","70227","20330","N","N","78193","15771","N","N","92868","9376","N","N","33594","11054","N","N","58337","26079","9998","1249","32126","6060","57.2","6.6","25997","4908","51.2","6.5","23733","5619","6.0","3.3","64966","19896","42.8","6.6","39241","10796","37.8","6.0","37218","10229","5.0","2.7","55709","25728","37.6","(X)","(X)","(X)","39.8","(X)","(X)","(X)","34.4","(X)","(X)","(X)",
"0500000US34035","Somerset County, New Jersey","116169","2032","104478","3863","71.3","1.3","106070","4218","9.5","1.2","70854","20016","N","N","107803","67383","15.3","0.8","152558","31613","N","N","-","**","N","N","67500","25328","N","N","72061","35181","11.2","0.9","71172","10427","62.9","1.3","113719","6746","0.9","0.4","13964","7562","27.8","1.5","106840","7502","46.2","1.6","132231","10761","25.0","1.1","59855","5089","82253","2815","130939","7173","45.9","2.4","148909","8001","54.1","2.4","120426","5960","83.7","2.0","150151","5754","12.9","2.0","57108","8515","3.4","1.0","82241","23520","33916","2615","50903","3247","62.0","4.0","43243","5580","55.3","4.1","39101","6048","6.7","2.2","127563","49031","38.0","4.0","64952","10451","30.4","3.7","58137","8832","7.6","2.6","91148","32060","40.9","(X)","(X)","(X)","40.5","(X)","(X)","(X)","39.6","(X)","(X)","(X)",
